CS100_1,CS100,"Freshman Orientation

Introduction to Computer Science as a field and career for computer science majors. Overview of the field and specific examples of problem areas and methods of solution.
",[],1
CS101_3,CS101,"Intro Computing: Engrg & Sci

Fundamental principles, concepts, and methods of computing, with emphasis on applications in the physical sciences and engineering. Basic problem solving and programming techniques; fundamental algorithms and data structures; use of computers in solving engineering and scientific problems. Intended for engineering and science majors. Prerequisite: MATH 220 or MATH 221. This course satisfies the General Education Criteria for:Quantitative Reasoning II","['MATH220', 'MATH221']",3
CS102_4,CS102,"Little Bits to Big Ideas

Same as INFO 102. See INFO 102.
",[],4
CS105_3,CS105,"Intro Computing: Non-Tech

Computing as an essential tool of academic and professional activities. Functions and interrelationships of computer system components: hardware, systems and applications software, and networks. Widely used application packages such as spreadsheets and databases. Concepts and practice of programming for the solution of simple problems in different application areas. Intended for non-science and non-engineering majors. Prerequisite: MATH 112. This course satisfies the General Education Criteria for:Quantitative Reasoning I",['MATH112'],3
CS107_4,CS107,"Data Science Discovery

Same as IS 107 and STAT 107. See STAT 107.This course satisfies the General Education Criteria for:Quantitative Reasoning I",[],4
CS124_3,CS124,"Introduction to Computer Science I

Basic concepts in computing and fundamental techniques for solving computational problems. Intended as a first course for computer science majors and others with a deep interest in computing. Credit is not given for both CS 124 and CS 125. Prerequisite: Three years of high school mathematics or MATH 112.
",['MATH112'],3
CS125_4,CS125,"Introduction to Computer Science

Basic concepts in computing and fundamental techniques for solving computational problems. Intended as a first course for computer science majors and others with a deep interest in computing. Credit is not given for both CS 125 and CS 124. Prerequisite: Three years of high school mathematics or MATH 112. This course satisfies the General Education Criteria for:Quantitative Reasoning I",['MATH112'],4
CS126_3,CS126,"Software Design Studio

Fundamental principles and techniques of software development. Design, documentation, testing, and debugging software, with a significant emphasis on code review. Credit is not given for both CS 242 and CS 126. Prerequisite: CS 125. For majors only.
",['CS125'],3
CS128_3,CS128,"Introduction to Computer Science II

Continuation of CS 124. More advanced concepts in computing and techniques and approaches for solving computational problems. Prerequisite: CS 124.
",['CS124'],3
CS173_3,CS173,"Discrete Structures

Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given for both CS 173 and MATH 213. Prerequisite: One of CS 124, CS 125, ECE 220; one of MATH 220, MATH 221.
","['CS124', 'CS125', 'ECE220', 'MATH220', 'MATH221']",3
CS196_1,CS196,"Freshman Honors

Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. Prerequisite: Concurrent registration in another 100-level computer science course (see Schedule).
",[],1
CS199_0,CS199,"Undergraduate Open Seminar in Computer Science

Topics vary. Approved for Letter and S/U grading. May be repeated.
",[],0
CS199_1,CS199,"Undergraduate Open Seminar in Computer Science

Topics vary. Approved for Letter and S/U grading. May be repeated.
",[],1
CS199_2,CS199,"Undergraduate Open Seminar in Computer Science

Topics vary. Approved for Letter and S/U grading. May be repeated.
",[],2
CS199_3,CS199,"Undergraduate Open Seminar in Computer Science

Topics vary. Approved for Letter and S/U grading. May be repeated.
",[],3
CS199_4,CS199,"Undergraduate Open Seminar in Computer Science

Topics vary. Approved for Letter and S/U grading. May be repeated.
",[],4
CS199_5,CS199,"Undergraduate Open Seminar in Computer Science

Topics vary. Approved for Letter and S/U grading. May be repeated.
",[],5
CS210_2,CS210,"Ethical & Professional Issues

Ethics for the computing profession. Ethical decision-making; licensing; intellectual property, freedom of information, and privacy. Credit is not given for both CS 210 and either CS 211 or ECE 316. Prerequisite: CS 225. Junior standing required.
",['CS225'],2
CS211_3,CS211,"Ethical and Professional Conduct

Navigating the complex ethical and professional landscape of the computing professional: privacy, intellectual property, cybersecurity, and freedom of speech. Hands-on exercises, assignments, and discussions in which students analyze current events from perspectives in both philosophical and professional ethics. Writing professionally and technically in several writing assignments requiring peer review, workshops, and multiple rounds of editing and revising. Credit is not given for both CS 211 and CS 210 or ECE 316. Prerequisite: CS 225.
",['CS225'],3
CS222_1,CS222,"Software Design Lab

Design and implementation of novel software solutions. Problem identification and definition; idea generation and evaluation; and software implementation, testing, and deployment. Emphasizes software development best practicesâ€”including framework selection, code review, documentation, appropriate library usage, project management, continuous integration and testing, and teamwork. Prerequisite: CS 128 or CS 225. Restricted to majors in Computer Science undergraduate curricula only.
","['CS128', 'CS225']",1
CS225_4,CS225,"Data Structures

Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. Credit is not given for both CS 225 and CS 277. Prerequisite: CS 126 or CS 128 or ECE 220; One of CS 173, MATH 213, MATH 347, MATH 412 or MATH 413. This course satisfies the General Education Criteria for:Quantitative Reasoning II","['CS126', 'CS128', 'ECE220', 'CS173', 'MATH213', 'MATH347', 'MATH412', 'MATH413']",4
CS233_4,CS233,"Computer Architecture

Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. Prerequisite: CS 125 or CS 128 and CS 173; credit or concurrent enrollment in CS 225.
","['CS125', 'CS128', 'CS173', 'CS225']",4
CS240_3,CS240,"Introduction to Computer Systems

Basics of computer systems. Number representations, assembly/machine language, abstract models of processors (fetch/execute, memory hierarchy), processes/process control, simple memory management, file I/O and directories, network programming, usage of cloud services. Prerequisite: CS 225.
",['CS225'],3
CS241_4,CS241,"System Programming

Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. Credit is not given for both CS 241 and ECE 391. Prerequisite: CS 225 and CS 233.
","['CS225', 'CS233']",4
CS242_3,CS242,"Programming Studio

Intensive programming lab intended to strengthen skills in programming. Prerequisite: CS 241.
",['CS241'],3
CS265_3,CS265,"Innovation Illinois: From Accessible Design to Supercomputing Cultures

Same as IS 265 and MACS 265. See MACS 265.
",[],3
CS277_4,CS277,"Algorithms and Data Structures for Data Science

Introduction to elementary concepts in algorithms and classical data structures with a focus on their applications in Data Science. Topics include algorithm analysis (ex: Big-O notation), elementary data structures (ex: lists, stacks, queues, trees, and graphs), basics of discrete algorithm design principles (ex: greedy, divide and conquer, dynamic programming), and discussion of discrete and continuous optimization. Credit is not given for both CS 277 and CS 225. Prerequisite: STAT 207; one of MATH 220, MATH 221, MATH 234. CS 277 cannot be taken concurrently with CS 225.
","['STAT207', 'MATH220', 'MATH221', 'MATH234', 'CS277', 'CS225']",4
CS296_1,CS296,"Honors Course

Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. Prerequisite: Concurrent registration in another 200-level computer science course (see Schedule).
",[],1
CS307_4,CS307,"Modeling and Learning in Data Science

Introduction to the use of classical approaches in data modeling and machine learning in the context of solving data-centric problems. A broad coverage of fundamental models is presented, including linear models, unsupervised learning, supervised learning, and deep learning. A significant emphasis is placed on the application of the models in Python and the interpretability of the results. Prerequisite: STAT 207; one of MATH 225, MATH 415, MATH 416, ASRM 406.
","['STAT207', 'MATH225', 'MATH415', 'MATH416', 'ASRM406']",4
CS357_3,CS357,"Numerical Methods I

Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. Same as MATH 357. Credit is not given for CS 357 if credit for CS 450 has been earned. (Counts for advanced hours in LAS). Prerequisite: One of CS 101, CS 105, CS 125 or ECE 220; MATH 241; one of MATH 225, MATH 257, MATH 415, MATH 416 or ASRM 406.
","['CS101', 'CS105', 'CS125', 'ECE220', 'MATH241', 'MATH225', 'MATH257', 'MATH415', 'MATH416', 'ASRM406']",3
CS361_3,CS361,"Probability & Statistics for Computer Science

Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. Same as STAT 361. Credit is not given for both CS 361 and ECE 313. Prerequisite: MATH 220 or MATH 221; credit or concurrent registration in one of MATH 225, MATH 257, MATH 415, MATH 416 or ASRM 406. For majors only.
","['MATH220', 'MATH221', 'MATH225', 'MATH257', 'MATH415', 'MATH416', 'ASRM406']",3
CS374_4,CS374,"Introduction to Algorithms & Models of Computation

Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. Same as ECE 374. Prerequisite: One of CS 173, MATH 213; CS 225.
","['CS173', 'MATH213', 'CS225']",4
CS397_1,CS397,"Individual Study

May be repeated. Prerequisite: Consent of instructor.
",[],1
CS397_2,CS397,"Individual Study

May be repeated. Prerequisite: Consent of instructor.
",[],2
CS397_3,CS397,"Individual Study

May be repeated. Prerequisite: Consent of instructor.
",[],3
CS398_1,CS398,"Special Topics

Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
",[],1
CS398_2,CS398,"Special Topics

Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
",[],2
CS398_3,CS398,"Special Topics

Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
",[],3
CS398_4,CS398,"Special Topics

Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
",[],4
CS407_3,CS407,"Cryptography

Same as ECE 407. See ECE 407.
",[],3
CS407_4,CS407,"Cryptography

Same as ECE 407. See ECE 407.
",[],4
CS410_3,CS410,"Text Information Systems

Theory, design, and implementation of text-based information systems. Text analysis, retrieval models (e.g., Boolean, vector space, probabilistic), text categorization, text filtering, clustering, retrieval system design and implementation, and applications to web information management. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.
",['CS225'],3
CS410_4,CS410,"Text Information Systems

Theory, design, and implementation of text-based information systems. Text analysis, retrieval models (e.g., Boolean, vector space, probabilistic), text categorization, text filtering, clustering, retrieval system design and implementation, and applications to web information management. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.
",['CS225'],4
CS411_3,CS411,"Database Systems

Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.
",['CS225'],3
CS411_4,CS411,"Database Systems

Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.
",['CS225'],4
CS412_3,CS412,"Introduction to Data Mining

Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.
",['CS225'],3
CS412_4,CS412,"Introduction to Data Mining

Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.
",['CS225'],4
CS413_3,CS413,"Intro to Combinatorics

Same as MATH 413. See MATH 413.
",[],3
CS413_4,CS413,"Intro to Combinatorics

Same as MATH 413. See MATH 413.
",[],4
CS414_3,CS414,"Multimedia Systems

Organization and structure of modern multimedia systems; audio and video encoding; quality of service concepts; scheduling algorithms for multimedia within OS and networks multimedia protocols over high-speed networks; synchronization schemes, user-interface design; multimedia teleservices. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241 or ECE 391.
","['CS241', 'ECE391']",3
CS414_4,CS414,"Multimedia Systems

Organization and structure of modern multimedia systems; audio and video encoding; quality of service concepts; scheduling algorithms for multimedia within OS and networks multimedia protocols over high-speed networks; synchronization schemes, user-interface design; multimedia teleservices. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241 or ECE 391.
","['CS241', 'ECE391']",4
CS416_3,CS416,"Data Visualization

Elements of databases, computer graphics and perceptual psychology combined to utilize the human visual system to improve user understanding of large datasets. Topics include appropriate and effective selection and construction of charts, organization of dashboards, and design for user engagement and interaction. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 225.
",['CS225'],3
CS416_4,CS416,"Data Visualization

Elements of databases, computer graphics and perceptual psychology combined to utilize the human visual system to improve user understanding of large datasets. Topics include appropriate and effective selection and construction of charts, organization of dashboards, and design for user engagement and interaction. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 225.
",['CS225'],4
CS417_3,CS417,"Virtual Reality

Provides both a deep understanding of the fundamentals of virtual reality (VR) and practical experience implementing VR systems. Topics covered include visual and audio display technology, tracking, human perception and psychophysics, building user interfaces for VR, and analyzing VR experiences. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 225.
",['CS225'],3
CS417_4,CS417,"Virtual Reality

Provides both a deep understanding of the fundamentals of virtual reality (VR) and practical experience implementing VR systems. Topics covered include visual and audio display technology, tracking, human perception and psychophysics, building user interfaces for VR, and analyzing VR experiences. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 225.
",['CS225'],4
CS418_3,CS418,"Interactive Computer Graphics

Basic mathematical tools and computational techniques for modeling, rendering, and animating 3-D scenes. Same as CSE 427. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225; One of MATH 225, MATH 257, MATH 415, MATH 416 or ASRM 406; MATH 241.
","['CS225', 'MATH225', 'MATH257', 'MATH415', 'MATH416', 'ASRM406', 'MATH241']",3
CS418_4,CS418,"Interactive Computer Graphics

Basic mathematical tools and computational techniques for modeling, rendering, and animating 3-D scenes. Same as CSE 427. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225; One of MATH 225, MATH 257, MATH 415, MATH 416 or ASRM 406; MATH 241.
","['CS225', 'MATH225', 'MATH257', 'MATH415', 'MATH416', 'ASRM406', 'MATH241']",4
CS419_3,CS419,"Production Computer Graphics

Advanced methods for representing, displaying, and rendering two-, three-, and four-dimensional scenes. General algebraic curves and surfaces, splines, Gaussian and bump-function representation, fractals, particle systems, constructive solid geometry methods, lighting models, radiosity, advanced ray-tracing methods, surface texturing animation techniques, data visualization methods. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 418.
",['CS418'],3
CS419_4,CS419,"Production Computer Graphics

Advanced methods for representing, displaying, and rendering two-, three-, and four-dimensional scenes. General algebraic curves and surfaces, splines, Gaussian and bump-function representation, fractals, particle systems, constructive solid geometry methods, lighting models, radiosity, advanced ray-tracing methods, surface texturing animation techniques, data visualization methods. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 418.
",['CS418'],4
CS420_3,CS420,"Parallel Progrmg: Sci & Engrg

Fundamental issues in design and development of parallel programs for various types of parallel computers. Various programming models according to both machine type and application area. Cost models, debugging, and performance evaluation of parallel programs with actual application examples. Same as CSE 402 and ECE 492. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.
",['CS225'],3
CS420_4,CS420,"Parallel Progrmg: Sci & Engrg

Fundamental issues in design and development of parallel programs for various types of parallel computers. Various programming models according to both machine type and application area. Cost models, debugging, and performance evaluation of parallel programs with actual application examples. Same as CSE 402 and ECE 492. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225.
",['CS225'],4
CS421_3,CS421,"Programming Languages & Compilers

Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 233 or CS 240; CS 374; one of MATH 225, MATH 257, MATH 415, MATH 416, ASRM 406.
","['CS233', 'CS240', 'CS374', 'MATH225', 'MATH257', 'MATH415', 'MATH416', 'ASRM406']",3
CS421_4,CS421,"Programming Languages & Compilers

Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 233 or CS 240; CS 374; one of MATH 225, MATH 257, MATH 415, MATH 416, ASRM 406.
","['CS233', 'CS240', 'CS374', 'MATH225', 'MATH257', 'MATH415', 'MATH416', 'ASRM406']",4
CS422_3,CS422,"Programming Language Design

Exploration of major language design paradigms using imperative and functional programming as unifying themes. Tools include both practical language processor construction and theoretical models. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 421.
",['CS421'],3
CS422_4,CS422,"Programming Language Design

Exploration of major language design paradigms using imperative and functional programming as unifying themes. Tools include both practical language processor construction and theoretical models. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 421.
",['CS421'],4
CS423_3,CS423,"Operating Systems Design

Organization and structure of modern operating systems and concurrent programming concepts. Deadlock, virtual memory, processor scheduling, and disk systems. Performance, security, and protection. Same as CSE 423. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241 or ECE 391.
","['CS241', 'ECE391']",3
CS423_4,CS423,"Operating Systems Design

Organization and structure of modern operating systems and concurrent programming concepts. Deadlock, virtual memory, processor scheduling, and disk systems. Performance, security, and protection. Same as CSE 423. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241 or ECE 391.
","['CS241', 'ECE391']",4
CS424_3,CS424,"Real-Time Systems

Supervisory control aspects of Cyber Physical Systems (CPS): fundamentals of reliability analysis, real-time scheduling, simple feedback control, software fault tolerance architecture, wireless networking and energy saving, principles of safety critical system engineering. Student groups design and demonstrate supervisory control architecture for a robot. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241.
",['CS241'],3
CS424_4,CS424,"Real-Time Systems

Supervisory control aspects of Cyber Physical Systems (CPS): fundamentals of reliability analysis, real-time scheduling, simple feedback control, software fault tolerance architecture, wireless networking and energy saving, principles of safety critical system engineering. Student groups design and demonstrate supervisory control architecture for a robot. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241.
",['CS241'],4
CS425_3,CS425,"Distributed Systems

Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. Same as ECE 428. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241 or ECE 391.
","['CS241', 'ECE391']",3
CS425_4,CS425,"Distributed Systems

Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. Same as ECE 428. 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241 or ECE 391.
","['CS241', 'ECE391']",4
CS426_3,CS426,"Compiler Construction

Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 421.
",['CS421'],3
CS426_4,CS426,"Compiler Construction

Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 421.
",['CS421'],4
CS427_3,CS427,"Software Engineering I

Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. Same as CSE 426. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241.
",['CS241'],3
CS427_4,CS427,"Software Engineering I

Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. Same as CSE 426. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241.
",['CS241'],4
CS428_3,CS428,"Software Engineering II

Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. Same as CSE 429. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 427.
",['CS427'],3
CS428_4,CS428,"Software Engineering II

Continuation of CS 427. Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. Same as CSE 429. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 427.
",['CS427'],4
CS429_3,CS429,"Software Engineering II, ACP

Continuation of CS 427. Identical to CS 428 except for the additional writing component. See CS 428. 3 undergraduate hours. 3 graduate hours. Prerequisite: CS 427.This course satisfies the General Education Criteria for:Advanced Composition",['CS427'],3
CS431_3,CS431,"Embedded Systems

A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241 or ECE 391.
","['CS241', 'ECE391']",3
CS431_4,CS431,"Embedded Systems

A survey of sampled data systems and embedded architecture; key concepts in common embedded system applications; signal processing and control; embedded microprocessor and device interface; time-critical I/O handling; data communications; real-time operating systems and techniques for the development and analysis of embedded real-time software; hands-on laboratory projects. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 241 or ECE 391.
","['CS241', 'ECE391']",4
CS433_3,CS433,"Computer System Organization

Computer hardware design and analysis and interface with software. Advanced processor design, including superscalar, out-of-order issue, branch prediction, and speculation. Memory hierarchy design, including advanced cache optimizations, main memory, and virtual memory. Principles of multiprocessor design, including shared-memory, cache coherence, synchronization, and consistency. Other advanced topics depending on time; e.g., GPUs and accelerators, warehouse computers and data centers, security. Same as CSE 422. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 233.
",['CS233'],3
CS433_4,CS433,"Computer System Organization

Computer hardware design and analysis and interface with software. Advanced processor design, including superscalar, out-of-order issue, branch prediction, and speculation. Memory hierarchy design, including advanced cache optimizations, main memory, and virtual memory. Principles of multiprocessor design, including shared-memory, cache coherence, synchronization, and consistency. Other advanced topics depending on time; e.g., GPUs and accelerators, warehouse computers and data centers, security. Same as CSE 422. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 233.
",['CS233'],4
CS434_3,CS434,"Mobile Computing & Application

Same as ECE 434. See ECE 434.
",[],3
CS434_4,CS434,"Mobile Computing & Application

Same as ECE 434. See ECE 434.
",[],4
CS435_3,CS435,"Cloud Networking

Provides a foundational view of computer networks with a focus on enabling modern large-scale cloud computing. The first part of this course studies the principles upon which the Internet and other networks are built, and how those principles translate into deployed protocols. The second part covers how those principles are applied in network infrastructure for modern clouds, enabling deployment of virtual networks on shared infrastructure, efficient transfer of big data and low latency communication, and federation of applications across countries and continents. 3 undergraduate hours. 4 graduate hours. Credit is not given for both CS 435 and CS 438/ECE 438. Prerequisite: One of CS 240, CS 241 or ECE 391.
","['CS240', 'CS241', 'ECE391']",3
